Name,Type,Score
samsung galaxy note 10 plus 5g (snapdragon),android,0.06454060733040547
huawei mate 20 pro (various models),android,0.0643525793410962
samsung galaxy s10 lite (snapdragon),android,0.06431900291443383
microsoft surface duo,android,0.064278711202439
huawei honor 20 pro,android,0.0640705373571323
xiaomi mi 9,android,0.06404367621580241
xiaomi mi 9t pro,android,0.06392280107981788
samsung sm-a528n,android,0.06386236351182561
asus zenfone 6,android,0.06385564822649314
google pixel 4 xl,android,0.06370791194917871
xiaomi m2104k10ac,android,0.06365418966651894
samsung scg21,android,0.06360046738385915
oppo cph2359,android,0.06348630753320708
google nissa,android,0.06347287696254214
sharp 808sh,android,0.0634057241092174
samsung galaxy note 10 plus (snapdragon),android,0.06338557825321998
oneplus 7 pro,android,0.06334528654122513
motorola edge 30,android,0.0633318559705602
xiaomi 21051182g,android,0.0631505432665834
xiaomi m2102j20sg,android,0.06313039741058597
vivo i2018,android,0.0629692305626066
fairphone fp5,android,0.06293565413594424
honor rea-nx9,android,0.06286178599728702
xiaomi redmi k20 pro premium edition,android,0.06272076500530507
honor nth-nx9,android,0.0627140497199726
oneplus 7,android,0.06268718857864271
oneplus 7t pro 5g,android,0.06262003572531796
samsung sm-f700f,android,0.06261332043998549
lge lm-g850,android,0.06259988986932055
samsung sm-t733,android,0.062418577165343755
huawei mate 20,android,0.06226412560269686
google pixel 4,android,0.06222383389070202
samsung sm-g736b,android,0.062136535181379855
huawei yal-l21,android,0.06186120848274843
samsung galaxy note 10 (snapdragon),android,0.06182763205608606
lge lm-v450,android,0.06174704863209638
lge lm-v500n,android,0.061720187490766486
realme rmx2086,android,0.06165974992277422
nothing a063,android,0.06141799965080516
huawei p30,android,0.06140456908014021
shift shift6mq,android,0.06139785379480774
samsung galaxy note 9 (exynos),android,0.061337416226815475
samsung galaxy s9+ (exynos),android,0.061283693944155684
samsung sm-a346b,android,0.061229971661495894
amazon kfsnwi,android,0.061223256376163424
nubia red magic 3,android,0.061162818808171156
motorola edge (2021),android,0.061162818808171156
honor fne-nx9,android,0.06114267295217374
samsung sm-m526b,android,0.06090092268020468
lenovo l78032,android,0.06088749210953973
sony h8166,android,0.06078676282955263
oppo reno 10x zoom,android,0.06078004754422015
samsung galaxy s9 (exynos),android,0.060759901688222734
xiaomi m2101k9g,android,0.060746471117557786
samsung galaxy a90 5g,android,0.06065917240823562
samsung sm-m526br,android,0.060645741837570676
lge lm-g910,android,0.060645741837570676
motorola edge 20,android,0.06050472084558873
asus zenfone 5z,android,0.06042413742159904
motorola edge 5g uw (2021),android,0.060356984568274305
samsung sm-a736b,android,0.0602562552882872
samsung sm-a528b,android,0.060229394146957306
razer phone 2,android,0.060175671864297516
asus rog phone,android,0.059947352162993406
vivo 1805,android,0.05979961588567898
xiaomi m2102j20si,android,0.05970560189102435
xiaomi 23122pcd1g,android,0.05969888660569188
sony h8324,android,0.059604872611037245
sony xperia xz2 premium,android,0.05959815732570477
xiaomi mi mix 3,android,0.05939669876573055
xiaomi 23090ra98g,android,0.059322830627073345
xiaomi m2101k9r,android,0.059275823629746024
vivo v1914a,android,0.059248962488416136
sony h8314,android,0.05912808735243161
xiaomi 2109119dg,android,0.05912808735243161
samsung sm-e625f,android,0.05907436506977182
doogee v31gt,android,0.058966920504452236
sony h8416,android,0.058866191224465125
hmd global nokia 9,android,0.058758746659145544
lenovo z6 pro,android,0.058631156237828545
sony h8266,android,0.05859757981116618
realme rmx3360,android,0.058577433955168755
sony so-01l,android,0.05855057281383886
xiaomi 22101320g,android,0.058349114253864645
motorola moto g stylus 5g - 2023,android,0.05831553782720228
sony sov37,android,0.058241669688545064
xiaomi 2203129g,android,0.05814094040855796
samsung galaxy note 10 lite (exynos),android,0.058067072269900745
ulefone armor 10 5g,android,0.057999919416576014
xiaomi redmi k20 pro,android,0.057993204131243536
realme rmx3363,android,0.0579260512779188
samsung sm-m536b,android,0.05791262070725385
ulefone armor 11 5g,android,0.05783875256859664
motorola edge (2022),android,0.05766415514995232
google pixel 3 xl,android,0.057657439864619846
xiaomi 2312dra50g,android,0.057543280013967794
ulefone armor 11t 5g,android,0.05750298830197295
realme rmx3771,android,0.05738211316598842
xiaomi 2109119di,android,0.057361967309991005
intel core i5-2400 @ 3.10ghz,desktop,0.05729481445666627
sony xperia xz2 compact,android,0.057207515747344104
lge lm-g810,android,0.05711350175268947
google asurada,android,0.05700605718736989
oneplus 5 (a5000),android,0.05693218904871268
oneplus 6t,android,0.05688518205138536
gm burmese,android,0.056730730488738466
xiaomi 22101316ug,android,0.056724015203405996
samsung sm-a346e,android,0.05668372349141115
oneplus 6,android,0.056670292920746206
sharp 706sh,android,0.056509126072766834
xiaomi 22101320i,android,0.05642854264877715
lge lm-v350,android,0.056341243939454985
realme rmx3461,android,0.0562606605154653
motorola edge 40 neo,android,0.05612635480881582
realme rmx3393,android,0.05607263252615604
htc u12+,android,0.05603905609949367
sony 801so,android,0.05595847267550398
samsung galaxy s9+ (snapdragon),android,0.05595847267550398
lge lm-v405,android,0.055716722403534924
umidigi rp02,android,0.055642854264877716
samsung galaxy note 9 (snapdragon),android,0.05562942369421277
oppo cph2371,android,0.05562942369421277
sony xperia xz2,android,0.05544811099023598
xiaomi 2210129sg,android,0.055427965134238553
realme rmx3741,android,0.055407819278241136
xiaomi m2004j7bc,android,0.0553138052835865
apple ipad pro 12.9 2nd gen (cellular),ios,0.05528022885692413
lge lm-g710,android,0.05513920786494218
realme rmx2085,android,0.05504519387028755
apple ipad pro 10.5 (cellular),ios,0.054729575459661284
google nami,android,0.05463556146500665
oppo cph2251,android,0.05460198503834428
blackshark skw-h0,android,0.05460198503834428
apple ipad pro 10.5 (wifi),ios,0.05451468632902212
huawei evr-n29,android,0.054487825187692226
xiaomi gm1917,android,0.054487825187692226
oppo cph2065,android,0.05425950548638812
realme rmx3686,android,0.05423264434505822
oneplus iv2201,android,0.054212498489060804
xiaomi 22101316g,android,0.054199067918395856
realme x2 pro,android,0.054091623353076275
xiaomi mi 8,android,0.05401103992908659
xiaomi 21091116ug,android,0.053816296654444845
apple ipad pro 12.9 2nd gen (wifi),ios,0.05372228265979021
blackview bl6000pro,android,0.05361483809447063
samsung sm-m146b,android,0.053527539385148475
google pixel 3,android,0.053292504398511895
doogee v max,android,0.053191775118524784
samsung sm-g973n,android,0.05314476812119747
realme rmx3392,android,0.05303060827054541
samsung sm-a146b,android,0.05297017070255315
xiaomi 22101316up,android,0.052963455417220674
infinix x6815d,android,0.05286272613723357
samsung galaxy s9 (snapdragon),android,0.052607545294599566
intel core i3-1005g1 @ 1.20ghz,laptop,0.05252696187060988
motorola moto g power 5g - 2023,android,0.052258350457310934
agm agm_pad_p1,android,0.05210389889466403
samsung sm-a146m,android,0.05202331547067435
alldocube iplay50 pro,android,0.051929301476019714
xiaomi pocophone f1,android,0.051862148622694976
samsung sm-x110,android,0.05176813462804034
motorola moto g54 5g,android,0.051747988772042924
xiaomi mi mix 2s,android,0.051687551204050664
google hatch,android,0.05164725949205582
ulefone power armor 18t,android,0.05159353720939603
motorola edge 30 neo,android,0.05150623850007387
sharp shv42,android,0.051345071652094496
honor crt-nx1,android,0.05132492579609708
samsung sm-a516b,android,0.05126448822810481
tcl t767h,android,0.05125105765743986
lenovo tb350fu,android,0.051177189518782654
xiaomi nx619j,android,0.051110036665457916
blackview tab 18,android,0.05107646023879554
tecno lg7n,android,0.05085485582282391
xiaomi 22041219ny,android,0.0507809876841667
samsung sm-a536u1,android,0.050767557113501754
ulefone armor 12 5g,android,0.050713834830841964
samsung sm-a156u,android,0.05069368897484454
lenovo tb370fu,android,0.05069368897484454
samsung sm-e426b,android,0.05068697368951207
motorola edge 20 fusion,android,0.05066011254818217
cubot kingkong 9,android,0.05060639026552238
samsung sm-m346b,android,0.05057281383886001
motorola moto g84 5g,android,0.05051909155620022
oppo cph2483,android,0.05040493170554817
ulefone armor 17 pro,android,0.05038478584955075
xiaomi 22111317pg,android,0.05035120942288838
motorola moto g72,android,0.050183327289576536
wheatek wp15,android,0.05009602858025437
samsung sm-a236u,android,0.0500893132949219
xiaomi m2007j22g,android,0.05004230629759458
samsung sm-a536e,android,0.050028875726929635
xiaomi 22071219cg,android,0.04988785473494769
infinix x6833b,android,0.04982741716695542
xiaomi 21091116ag,android,0.04978041016962811
xiaomi redmi pad,android,0.04976697959896316
motorola moto g(50) 5g,android,0.04976026431363069
realme rmx2111,android,0.049719972601635846
vivo v2050,android,0.049666250318976056
motorola moto g73 5g,android,0.04958566689498637
tecno ck7n,android,0.04958566689498637
xiaomi 22101316i,android,0.04953865989765905
samsung sm-a516u,android,0.04948493761499926
realme rmx2117,android,0.04941778476167452
tcl t767w,android,0.04941778476167452
wingtech revvl v+ 5g,android,0.04932377076701989
oneplus cph2465,android,0.04930362491102247
xiaomi 21091116i,android,0.049169319204372994
samsung sm-a146p,android,0.049149173348375576
umidigi s5 pro,android,0.0491155969217132
xiaomi m2103k19pi,android,0.04908202049505084
xiaomi 2312fpca6g,android,0.04905515935372094
samsung sm-t736b,android,0.04902829821239105
samsung sm-x210,android,0.04902158292705857
huawei bah3-w09,android,0.04900815235639362
doogee v20pro,android,0.048940999503068884
lenovo tb-j616f,android,0.04890742307640652
oppo cph2211,android,0.048887277220409094
doogee v10,android,0.048867131364411676
xiaomi 22081283g,android,0.0488604160790792
realme rmx3286,android,0.04871939508709725
realme rmx3241,android,0.04867238808976993
lenovo yt-j706f,android,0.04867238808976993
oneplus cph2467,android,0.04862538109244262
realme rmx3092,android,0.0485515129537854
lge lm-g710vm,android,0.048531367097787985
lenovo tb-j616x,android,0.04851793652712304
samsung sm-a536b,android,0.048470929529795724
razer phone,android,0.04838363082047356
infinix x6711,android,0.04837020024980861
xiaomi 22031116bg,android,0.04834333910847872
wingtech wtcelero5g,android,0.04832990853781377
blu g91 pro,android,0.048242609828491614
vivo v2141,android,0.04821574868716172
samsung sm-a226b,android,0.04820903340182924
samsung sm-a245f,android,0.048195602831164294
sony xq-cc54,android,0.048195602831164294
realme rmx3472,android,0.048188887545831824
xiaomi m2006j10c,android,0.048188887545831824
wheatek wp19,android,0.048175456975166876
oneplus cph2409,android,0.04810830412184214
motorola moto g(60)s,android,0.04805458183918235
google pixel 5a,android,0.04803443598318492
lenovo tb-j607z,android,0.04800757484185503
xiaomi m2103k19g,android,0.04800757484185503
realme rmx3471,android,0.047839692708543186
doogee v20,android,0.04781954685254577
motorola moto g82 5g,android,0.04780611628188082
xiaomi 2207117bpg,android,0.04779268571121587
oneplus cph2515,android,0.04779268571121587
realme rmx3630,android,0.0477591092845535
xiaomi 22111317g,android,0.04773896342855608
infinix x678b,android,0.047732248143223605
blu g91 max,android,0.047732248143223605
motorola edge 20 lite,android,0.04769867171656124
motorola moto g stylus 5g (2022),android,0.047671810575231344
xiaomi 2201117sy,android,0.047557650724579285
motorola moto g 5g (2022),android,0.047450206159259704
samsung sm-s536dl,android,0.047443490873927234
ulefone power armor 13,android,0.04743677558859476
umidigi bison gt,android,0.04741662973259734
samsung sm-a536w,android,0.04736962273527002
samsung sm-a326b,android,0.04734276159394012
samsung galaxy note 8 (exynos),android,0.04729575459661281
honor rmo-nx1,android,0.0472218864579556
samsung sm-a426b,android,0.04718159474596076
samsung sm-a326w,android,0.047148018319298386
realme rmx3660,android,0.04712115717796849
xiaomi 2201117pg,android,0.04710101132197107
intel core i3-6100 @ 3.70ghz,desktop,0.047087580751306125
realme rmx2156,android,0.04705400432464375
samsung sm-g975n,android,0.04702042789798139
oppo cph2343,android,0.04700028204198396
samsung sm-a146u,android,0.046912983332661806
huawei bah3-w59,android,0.04687269162066696
samsung sm-a336b,android,0.04683911519400459
infinix x670,android,0.04683239990867212
xiaomi 23030rac7y,android,0.04679210819667728
realme rmx2151,android,0.04674510119934996
vivo i2011,android,0.04673838591401749
huawei sht-w09,android,0.04672495534335254
fih ec211001,android,0.04671824005802006
n-one npad x,android,0.04666451777536027
xiaomi m2101k7bny,android,0.04655035792470822
samsung sm-a5260,android,0.04649663564204843
umidigi rp03,android,0.04648320507138348
xiaomi redmi note 8 pro,android,0.046463059215386064
vivo 2018,android,0.046449628644721117
xiaomi 2201116pg,android,0.04642948278872369
samsung galaxy a71 5g (exynos),android,0.04642948278872369
samsung sm-g965n,android,0.046395906362061326
motorola moto g53 5g,android,0.04630860765273916
google pixel 4a (5g),android,0.04630189236740669
samsung sm-a426u,android,0.0462750312260768
hmd global nokia g400 5g,android,0.046241454799414425
realme rmx2002,android,0.046234739514081954
lge lm-g900,android,0.04622130894341701
xiaomi m2101k7bl,android,0.046187732516754634
hmd global nokia 8.3 5g,android,0.04615415609009227
xiaomi 22111317i,android,0.046134010234094844
fairphone fp4,android,0.04612729494876237
tcl t790s,android,0.04608700323676753
samsung sm-a336e,android,0.04595941281545053
huawei mar-al00,android,0.04589225996212579
lge lm-g900n,android,0.04585196825013095
tcl t810s,android,0.045825107108801055
xiaomi m2103k19pg,android,0.045825107108801055
realme rmx3085,android,0.04578481539680621
motorola one 5g uw ace,android,0.045717662543481474
xiaomi 2201116sg,android,0.04570423197281653
xiaomi m2007j17c,android,0.045650509690156736
oneplus 5t (a5010),android,0.045650509690156736
samsung sm-a155f,android,0.045616933263494364
samsung sm-a526b,android,0.045603502692829416
huawei mate 9 (various models),android,0.04559007212216447
samsung sm-a716u1,android,0.045583356836832
samsung galaxy s8+ (exynos),android,0.04556321098083457
samsung sm-a536u,android,0.045543065124837155
samsung sm-a326u,android,0.04553634983950468
realme rmx2155,android,0.04550948869817478
samsung sm-a516v,android,0.045489342842177365
xiaomi m2103k19i,android,0.045489342842177365
samsung sm-a526w,android,0.04544905113018252
alldocube iplay 50 mini pro,android,0.04544905113018252
motorola moto g71 5g,android,0.045442335844850044
samsung sm-a716v,android,0.0454289052741851
xiaomi m2101k7bi,android,0.04540875941818768
samsung galaxy s8 (various models),android,0.045381898276857784
motorola one 5g ace,android,0.045314745423533045
doogee s96pro,android,0.0453013148528681
realme rmx3381,android,0.04523416199954336
xiaomi m2007j17g,android,0.04522744671421089
motorola moto g 5g,android,0.0451737244315511
google corsola,android,0.045153578575553674
xiaomi m2002j9g,android,0.045032703439569145
tcl t790w,android,0.04499912701290678
google dell latitude 5400 chromebook enterprise,android,0.04496555058624441
xiaomi 2201117sg,android,0.04495883530091194
samsung sm-s236dl,android,0.0448916824475872
realme rmx2161,android,0.044804383738265036
xiaomi 23076rn4bi,android,0.04475737674093772
oneplus cph2381,android,0.04475737674093772
vivo v2126,android,0.044743946170272775
sony xperia xz1 compact,android,0.04470365445827793
wingtech tmaf035g,android,0.04470365445827793
samsung sm-a336m,android,0.044636501604953194
realme rmx2001,android,0.04462978631962072
huawei honor 9,android,0.04459620989295835
huawei jny-lx1,android,0.04459620989295835
xiaomi 23076pc4bi,android,0.0445827793222934
vivo v2124,android,0.0445827793222934
xiaomi poco f1,android,0.04457606403696093
huawei p10 (various models),android,0.04454920289563104
motorola edge,android,0.044508911183636195
samsung sm-a426u1,android,0.0444820500423063
xiaomi 21091116ai,android,0.044341029050324346
oneplus gn2200,android,0.044334313764991876
motorola moto g 5g plus,android,0.044334313764991876
gm aegean,android,0.04429402205299703
xiaomi 2201116si,android,0.04424029977033724
oneplus ac2003,android,0.04422015391433982
intel core i7-7500u @ 2.70ghz,laptop,0.04421343862900735
xiaomi mi mix 2,android,0.04418657748767745
samsung sm-a236e,android,0.04418657748767745
realme rmx3151,android,0.0440724176370254
realme rmx3242,android,0.04406570235169292
samsung sm-a526u,android,0.04398511892770324
samsung sm-m336bu,android,0.04393139664504345
huawei jny-lx2,android,0.043891104933048604
google strongbad,android,0.04373665337040171
oneplus eb2103,android,0.043709792229071814
oneplus eb2101,android,0.04368293108774192
xiaomi 2201117pi,android,0.04368293108774192
lge lm-k920,android,0.043609062949084704
oneplus ac2001,android,0.04358220180775481
huawei cor-al00,android,0.04351504895443007
samsung sm-m236b,android,0.04350161838376513
huawei eml-l09,android,0.04346804195710276
huawei mate 10 pro (various models),android,0.04332702096512081
tcl t790y,android,0.04332030567978833
huawei clt-l29,android,0.04326658339712854
oppo find x2 lite,android,0.0432262916851337
oneplus be2029,android,0.04311884711981412
xiaomi m2101k7bg,android,0.04311884711981412
huawei mate 10 (various models),android,0.04310541654914917
sony xperia xz1,android,0.043071840122486806
motorola moto g51 5g,android,0.04304497898115691
hmd global nokia 8 (various models),android,0.043018117839827015
huawei clt-l04,android,0.04295768027183475
huawei p20,android,0.04290395798917496
oneplus be2026,android,0.04283008985051775
oppo cph2145,android,0.04280994399452033
samsung galaxy note 8 (snapdragon),android,0.04276293699719301
xiaomi 23117ra68g,android,0.042736075855863115
samsung sm-m326b,android,0.042662207717205906
tcl t781,android,0.04265549243187343
blackview bv9900pro,android,0.04264877714654096
oppo a101op,android,0.04263534657587601
huawei mate 8 (various models),android,0.042621916005211063
samsung sm-e236b,android,0.04259505486388117
intel core i5-7300u @ 2.60ghz,laptop,0.04258162429321622
huawei cmr-w09,android,0.04252790201055643
hxy rp04,android,0.042501040869226535
xiaomi mi note 10 pro,android,0.04248761029856159
xiaomi 22031116ai,android,0.04247417972789664
samsung galaxy tab s4 10.5 (2018),android,0.0424338880159018
huawei bkl-l09,android,0.042400311589239424
lge lg-us998,android,0.04238688101857448
doogee t30pro,android,0.04236001987724458
sony so-02k,android,0.04224586002659253
huawei clt-l09,android,0.04219213774393274
huawei p10 plus (various models),android,0.04217199188793532
oppo cph2089,android,0.042124984890608
htc u11,android,0.042098123749278106
huawei cmr-al09,android,0.042098123749278106
xiaomi redmi k30 5g,android,0.04205111675195079
motorola moto g stylus 5g,android,0.042044401466618316
huawei alp-l09,android,0.04203097089595337
huawei mediapad m3 (various models),android,0.041983963898626055
oppo find x2 neo,android,0.04197053332796111
huawei honor 8 (various models),android,0.04195038747196368
samsung galaxy s8 active (various models),android,0.04194367218663121
intel core i7-6600u @ 2.60ghz,laptop,0.041936956901298734
oneplus be2028,android,0.04184965819197658
motorola one 5g uw,android,0.041762359482654415
vivo v2040,android,0.04168849134399721
agm glory g1,android,0.04168849134399721
motorola moto z (2),android,0.04167506077333226
oneplus be2025,android,0.041654914917334834
xiaomi m2007j17i,android,0.04162133849067247
google pixel 4a,android,0.041581046778677626
lge lm-f100,android,0.04154075506668278
motorola moto g62 5g,android,0.04150717864002042
sharp sh-41a,android,0.041346011792041046
hmd global ta-1004,android,0.04131915065071115
realme rmx2144,android,0.0411512685173993
xiaomi mi 6,android,0.041117692090736936
oppo reno z,android,0.04109083094940704
motorola razr (2020),android,0.04109083094940704
motorola moto z3,android,0.041084115664074564
samsung sm-g935s,android,0.040902802960097774
lenovo tb-j706l,android,0.040849080677437984
huawei sht-al09,android,0.040849080677437984
xiaomi m2103k19c,android,0.04081550425077562
hmd global nokia x20,android,0.04078864310944572
sony xperia 10 iii,android,0.04078864310944572
sony xperia xz premium (various models),android,0.040728205541453455
lge lm-q910,android,0.04070134440012356
oppo cph2205,android,0.040674483258793664
hmd global nokia g50,android,0.040546892837476665
sony g8342,android,0.04053346226681172
sharp sh-rm15,android,0.0404595941281545
oppo cph2285,android,0.0404595941281545
huawei honor play,android,0.04045287884282203
hmd global nokia xr20,android,0.04041930241615966
xiaomi m2101k9ag,android,0.040392441274829764
google pixel 2 xl,android,0.040392441274829764
oppo cph2197,android,0.040392441274829764
honor eln-w09,android,0.04028499670951019
oppo reno2,android,0.04027156613884524
samsung galaxy s8+ (snapdragon),android,0.04025142028284782
vivo v2061,android,0.04021784385618545
xiaomi redmi k20,android,0.04012382986153082
vivo v2303,android,0.04004324643754113
vivo v2025,android,0.040036531152208656
samsung sm-p613,android,0.04001638529621124
oppo cph2235,android,0.039801496165572076
xiaomi mi 9t,android,0.03976120445357723
xiaomi 2201116pi,android,0.03970748217091744
samsung sm-a525m,android,0.03970076688558497
lge lg-h930,android,0.039687336314920024
google trogdor,android,0.03968062102958755
xiaomi redmi note 10 lite,android,0.03961346817626281
samsung sm-a715w,android,0.039586607034932914
samsung sm-m515f,android,0.039586607034932914
xiaomi m2007j20cg,android,0.0395396000376056
oppo cph2119,android,0.03952616946694065
lge lm-q620,android,0.03947916246961333
xiaomi redmi note 9 pro,android,0.039412009616288594
lenovo tb-j706f,android,0.039358287333628804
vivo 1919,android,0.039358287333628804
intel core i5-7200u @ 2.50ghz,laptop,0.039351572048296334
xiaomi m2101k6r,android,0.0392575580536417
samsung sm-a805f,android,0.03924412748297675
sony 701so,android,0.039237412197644275
oneplus 3t (various models),android,0.039230696912311805
intel core i7-6500u @ 2.50ghz,laptop,0.03922398162697933
xiaomi m2101k6g,android,0.03916354405898707
xiaomi redmi note 10 pro,android,0.03902252306700512
huawei col-l29,android,0.039002377211007695
samsung galaxy a71,android,0.038948654928347905
vivo v2059,android,0.03892179378701801
xiaomi redmi note 9s,android,0.03890836321635306
samsung sm-n935f,android,0.03890836321635306
motorola moto g(50),android,0.038841210363028324
xiaomi mi note 10 lite,android,0.03863975180305411
lge v30 (various models),android,0.03862632123238916
oppo cph2203,android,0.038606175376391744
hmd global nokia x100,android,0.038592744805726796
google pixel 2,android,0.03851887666706958
google fydeos android,android,0.03850544609640463
motorola moto g stylus (2021),android,0.03847858495507474
motorola one fusion+,android,0.03847858495507474
xiaomi redmi note 9 pro max,android,0.03839800153108506
xiaomi m2007j20ci,android,0.038256980539103105
realme rmx2170,android,0.038196542971110845
realme rmx2061,android,0.03816968182978095
oneplus de2118,android,0.03810924426178868
motorola moto g42,android,0.038082383120458786
samsung sm-a525f,android,0.03806223726446137
tcl t799h,android,0.03799508441113663
oppo cph2159,android,0.037914500987146944
hmd global nokia 7 plus,android,0.037914500987146944
samsung sm-a725m,android,0.037901070416482
oppo cph2195,android,0.03789435513114952
xiaomi mi pad 4 plus,android,0.03782048699249231
xiaomi 2201116tg,android,0.03778019528049747
intel core i5-6300u @ 2.40ghz,laptop,0.037739903568502625
realme rmx2063,android,0.03767275071517789
motorola moto g(9) plus,android,0.037632459003183044
realme rmx3081,android,0.037612313147185626
vivo 1818,android,0.037504868581866045
xiaomi poco m2 pro,android,0.03743100044320883
oneplus de2117,android,0.03732355587788925
xiaomi mi note 10,android,0.03730341002189183
vivo v2206,android,0.03730341002189183
vivo 1933,android,0.03726311830989699
samsung sm-a225m,android,0.037222826597902145
gigaset e940-2795-00,android,0.03719596545657225
oppo cph1983,android,0.03719596545657225
honor hey-w09,android,0.03718925017123978
xiaomi m2101k6p,android,0.03706165974992277
realme rmp2103,android,0.0370549444645903
motorola moto g32,android,0.03703479860859288
samsung galaxy s7 (various models),android,0.03700793746726298
motorola moto g stylus (xt2115dl),android,0.036994506896598035
enfore donner2plus,android,0.03696093046993567
lenovo tb128xu,android,0.03695421518460319
samsung sm-m225fv,android,0.0369273540432733
vivo v2205,android,0.036880347045945984
lenovo tb128fu,android,0.036880347045945984
oppo reno2 z,android,0.036866916475281036
xiaomi m2101k7ai,android,0.03684677061928361
xiaomi 2209116ag,android,0.036759471909961455
samsung sm-m405f,android,0.03667888848597177
innotek gmbh virtualbox,android,0.0366453120593094
blackview tab 13,android,0.03662516620331198
motorola one fusion,android,0.036584874491317136
huawei par-lx1,android,0.03657815920598466
samsung sm-a725f,android,0.0365177216379924
xiaomi poco x2,android,0.03650429106732745
xiaomi m2101k7ag,android,0.03644385349933519
xiaomi mi pad 4,android,0.0363901312166754
realme rmx1992,android,0.036363270075345504
oppo cph2113,android,0.036349839504680556
sony sov36,android,0.03632969364868313
google pixel 3a,android,0.03628268665135582
wheatek bv6300pro,android,0.0362356796540285
realme rmx1921,android,0.0362356796540285
xiaomi poco x3 nfc,android,0.03622896436869603
xiaomi 22126rn91y,android,0.03622896436869603
hxy rp01,android,0.0362088185126986
konnectone mt-t8b22,android,0.036188672656701185
tcl t780h,android,0.036188672656701185
samsung sm-a920f,android,0.03614838094470634
asus asus_z01kda,android,0.036121519803376446
qualcomm noteair3c,android,0.0361080892327115
unihertz jelly2,android,0.036081228091381604
motorola moto g31,android,0.036020790523389336
oppo cph1877,android,0.036020790523389336
samsung sm-a325m,android,0.036014075238056865
realme rmx1851,android,0.03600735995272439
samsung sm-t545,android,0.035960352955397075
realme rmp2102,android,0.03594020709939965
huawei jsn-l23,android,0.03592677652873471
xiaomi 23053rn02a,android,0.035906630672737284
xiaomi mi 9 lite,android,0.03589320010207234
motorola moto z4,android,0.03586633896074244
xiaomi m2101k6i,android,0.035852908390077494
xiaomi 23124ra7eo,android,0.035852908390077494
xiaomi redmi note 7 pro,android,0.035846193104745024
xiaomi redmi 9,android,0.0357991861074177
huawei jsn-l22,android,0.03579247082208523
apple ipad 7 (cellular),ios,0.035779040251420285
realme rmx3521,android,0.03576560968075534
motorola moto g stylus (2023),android,0.03575217911009039
samsung sm-a225f,android,0.03574546382475791
samsung galaxy tab s5e 10.5 (2019),android,0.03574546382475791
google pixel 3a xl,android,0.03573874853942544
huawei jsn-l21,android,0.03568502625676565
a-gold f1,android,0.03563130397410586
xiaomi mi 8 se,android,0.03558429697677854
realme rmx1901,android,0.03556415112078112
oppo cph2091,android,0.035557435835448646
google chromebox reference,android,0.035550720550116176
huawei stk-lx1,android,0.035550720550116176
umidigi power 3,android,0.03553057469411875
samsung galaxy a70,android,0.03552385940878628
ulefone armor 8 pro,android,0.03552385940878628
realme rmx3195,android,0.035503713552788856
xiaomi 220333qny,android,0.03548356769679144
realme rmx2020,android,0.03545670655546154
lenovo tb310fu,android,0.03540298427280175
cubot tab s9,android,0.035396268987469275
motorola moto g41,android,0.03538283841680433
huawei jdn2-l09,android,0.03537612313147186
motorola one action,android,0.03536940784613938
blackview tab 15,android,0.035329116134144536
realme rmx1971,android,0.035329116134144536
samsung sm-a705mn,android,0.035322400848812066
realme rmx3430,android,0.03531568556347959
motorola moto g stylus (2022),android,0.03530225499281465
huawei hry-lx1,android,0.03529553970748217
samsung sm-a315n,android,0.03527539385148475
motorola moto g(40) fusion,android,0.03524853271015486
huawei mar-lx1h,android,0.03524181742482238
xiaomi 23021raa2y,android,0.03524181742482238
apple ipad 6 (wifi),ios,0.03524181742482238
huawei jdn2-w09,android,0.03522838685415743
vivo v2037,android,0.03522167156882496
doogee s88pro,android,0.035208240998160015
xiaomi 23073rpbfg,android,0.03520152571282754
huawei hry-lx1t,android,0.03518137985683012
doogee s86pro,android,0.03512094228883785
motorola moto g(60),android,0.03507393529151054
realme rmx2040,android,0.03506722000617806
cubot x30,android,0.035053789435513114
intel core i5-6200u @ 2.30ghz,laptop,0.035053789435513114
samsung sm-a145r,android,0.035053789435513114
huawei stk-l22,android,0.03504707415018064
lenovo tb125fu,android,0.035033643579515696
motorola one hyper,android,0.03502692829418322
x-view ftb13,android,0.03502692829418322
huawei mar-lx3a,android,0.03501349772351827
xiaomi m2004j19pi,android,0.03499335186752085
realme rmx3710,android,0.03495306015552601
xiaomi m2004j19c,android,0.03493962958486106
samsung sm-a057g,android,0.03493962958486106
hmd global nokia 7.2,android,0.034932914299528585
samsung sm-m325fv,android,0.03490605315819869
huawei pot-lx1,android,0.034859046160871376
hxy bison pro,android,0.03483890030487395
alldocube iplay_40h,android,0.03477174745154921
alldocube iplay_40,android,0.03476503216621674
oppo rmx1801,android,0.034758316880884266
huawei sne-lx1,android,0.03471802516888942
huawei stk-lx3,android,0.03469116402755953
doogee n20pro,android,0.03466430288622964
realme rmx3269,android,0.034624011174234796
huawei cdy-nx9b,android,0.03461058060356985
vivo 1804,android,0.03460386531823737
apple ipad 7 (wifi),ios,0.034590434747572424
samsung galaxy s6 edge plus (various models),android,0.034590434747572424
huawei mar-lx1m,android,0.03450985132358274
samsung sm-e225f,android,0.03443598318492553
jumper ezpad m10,android,0.03442926789959305
hxy a11 pro max,android,0.034409122043595634
blu g9 pro,android,0.034409122043595634
